date,1. open,2. high,3. low,4. close,5. volume
2023-04-12,9.51,9.62,8.75,8.78,14824180.0
2023-04-11,9.4,9.57,9.23,9.26,7940072.0
2023-04-10,9.1,9.37,9.01,9.35,8562565.0
2023-04-06,9.25,9.36,9.065,9.19,8592595.0
2023-04-05,9.91,10.005,9.2,9.34,11505903.0
2023-04-04,10.405,10.51,9.9,10.02,5873165.0
2023-04-03,10.36,10.6,10.075,10.31,4271481.0
2023-03-31,10.32,10.71,10.2,10.47,9130782.0
2023-03-30,10.31,10.53,10.07,10.15,7960686.0
2023-03-29,9.66,10.09,9.46,10.03,6647148.0
2023-03-28,9.64,9.76,9.4,9.46,4297277.0
2023-03-27,10.0,10.03,9.44,9.72,5039778.0
2023-03-24,9.95,10.0861,9.68,9.83,5189509.0
2023-03-23,10.0,10.65,9.89,10.06,7642277.0
2023-03-22,9.8,10.2,9.67,9.84,8570982.0
2023-03-21,9.33,9.96,9.33,9.86,8890248.0
2023-03-20,9.27,9.5,9.11,9.26,5540610.0
2023-03-17,9.22,9.42,8.96,9.34,7932908.0
2023-03-16,9.26,9.51,9.09,9.34,6153227.0
2023-03-15,9.24,9.49,8.97,9.26,7236408.0
2023-03-14,10.05,10.195,9.305,9.44,11189664.0
2023-03-13,9.5,10.175,9.1701,9.79,9153406.0
2023-03-10,10.16,10.175,9.44,9.67,14041858.0
2023-03-09,10.45,10.7199,10.04,10.19,6240556.0
2023-03-08,10.24,10.54,9.94,10.46,7229518.0
2023-03-07,10.69,10.75,10.2631,10.27,7533393.0
2023-03-06,11.31,11.375,10.585,10.74,10060608.0
2023-03-03,9.96,11.44,9.9,11.08,23094477.0
2023-03-02,10.8,11.365,10.55,11.26,11876028.0
2023-03-01,11.42,11.5819,10.96,11.08,7788274.0
2023-02-28,10.8,11.62,10.67,11.36,8769570.0
2023-02-27,10.68,11.02,10.47,10.84,7549863.0
2023-02-24,11.1,11.18,10.32,10.45,12511326.0
2023-02-23,11.61,11.7847,10.975,11.42,7332032.0
2023-02-22,11.41,11.7312,11.14,11.33,5510911.0
2023-02-21,11.96,12.15,11.35,11.38,6947657.0
2023-02-17,12.47,12.48,12.04,12.22,8574561.0
2023-02-16,12.99,13.48,12.62,12.63,9136005.0
2023-02-15,12.19,13.48,12.145,13.38,11904510.0
2023-02-14,11.35,12.17,11.105,12.16,8209050.0
2023-02-13,11.3,11.64,10.98,11.46,4889020.0
2023-02-10,11.65,11.79,11.035,11.26,11331999.0
2023-02-09,12.4,12.8463,11.75,11.86,9437496.0
2023-02-08,12.39,13.065,12.16,12.18,8045922.0
2023-02-07,12.36,12.555,11.755,12.44,8309131.0
2023-02-06,12.24,12.6799,12.12,12.37,6055749.0
2023-02-03,12.47,13.5,12.32,12.49,10230184.0
2023-02-02,12.85,13.65,12.7,12.97,13745314.0
2023-02-01,12.25,12.76,11.675,12.46,9940997.0
2023-01-31,11.76,12.17,11.575,12.14,7279208.0
2023-01-30,11.95,12.3099,11.625,11.7,9837686.0
2023-01-27,11.22,12.48,11.11,12.16,16063067.0
2023-01-26,11.86,11.99,10.9,11.3,9069054.0
2023-01-25,11.01,11.5586,10.55,11.41,7740198.0
2023-01-24,11.8,11.98,11.34,11.42,5232800.0
2023-01-23,11.16,11.9099,10.95,11.87,10054581.0
2023-01-20,10.75,11.1,10.61,11.09,6573897.0
2023-01-19,11.58,11.6821,10.53,10.66,14102000.0
2023-01-18,12.25,12.78,11.85,11.93,13199888.0
2023-01-17,11.89,12.22,11.67,12.06,9801816.0
2023-01-13,11.12,11.9,11.05,11.88,9189946.0
2023-01-12,11.04,11.41,10.475,11.37,12937193.0
2023-01-11,10.11,11.0282,9.99,10.89,14849565.0
2023-01-10,9.81,10.12,9.535,10.08,12687513.0
2023-01-09,9.18,10.3699,9.18,9.91,14987164.0
2023-01-06,8.95,9.105,8.71,9.01,8693051.0
2023-01-05,8.96,9.17,8.72,8.92,9364658.0
2023-01-04,9.15,9.26,8.81,9.1,8827356.0
2023-01-03,9.66,9.87,9.0,9.09,9629560.0
2022-12-30,8.98,9.64,8.91,9.53,9590428.0
2022-12-29,8.44,9.095,8.37,9.04,9144006.0
2022-12-28,8.3,8.5,8.2,8.31,9336218.0
2022-12-27,8.56,8.56,8.07,8.25,11940341.0
2022-12-23,8.82,8.94,8.46,8.55,9163414.0
2022-12-22,9.36,9.41,8.52,8.9,12587744.0
2022-12-21,9.55,9.82,9.38,9.57,7317264.0
2022-12-20,9.64,9.98,9.46,9.52,7256412.0
2022-12-19,10.45,10.49,9.41,9.66,16040439.0
2022-12-16,10.6,10.83,10.26,10.45,12182641.0
2022-12-15,10.88,11.055,10.55,10.65,10743509.0
2022-12-14,11.32,11.7,11.1699,11.26,9180504.0
2022-12-13,11.67,12.0473,11.05,11.38,11588384.0
2022-12-12,10.66,11.4,10.51,10.99,9426249.0
2022-12-09,11.0,11.1782,10.6,10.65,6073745.0
2022-12-08,10.92,11.31,10.59,11.0,7260922.0
2022-12-07,10.82,11.2699,10.63,10.76,8340691.0
2022-12-06,11.56,11.5882,10.75,10.89,11300878.0
2022-12-05,11.59,12.15,11.39,11.47,13690812.0
2022-12-02,11.74,12.03,11.32,11.64,19613658.0
2022-12-01,12.4,12.59,11.78,12.19,19031865.0
2022-11-30,11.71,12.44,11.56,12.42,9270139.0
2022-11-29,11.57,11.86,11.43,11.53,7422559.0
2022-11-28,11.79,11.98,11.33,11.44,6938521.0
2022-11-25,11.98,12.07,11.745,11.99,3362248.0
2022-11-23,11.61,12.07,11.54,11.97,5334794.0
2022-11-22,11.74,11.945,11.2799,11.49,11963799.0
2022-11-21,12.3,12.32,11.53,11.71,7666997.0
2022-11-18,12.85,12.93,12.18,12.45,5607029.0
2022-11-17,12.6,12.69,12.22,12.59,6061498.0
2022-11-16,13.39,13.41,12.575,12.88,7818822.0
2022-11-15,13.95,14.15,13.5,13.68,8176447.0
2022-11-14,13.31,13.45,12.42,13.3,8161123.0
2022-11-11,12.59,13.615,12.35,13.38,9656750.0
2022-11-10,12.03,12.84,11.98,12.5,10533930.0
2022-11-09,12.03,12.1999,11.155,11.23,8605103.0
2022-11-08,12.1,12.4229,11.58,12.19,7041326.0
2022-11-07,12.765,12.8601,11.36,11.93,12173328.0
2022-11-04,13.3,13.49,12.2,12.56,7748228.0
2022-11-03,12.91,13.4727,12.625,13.04,5228967.0
2022-11-02,14.1,14.1899,12.965,13.05,6989049.0
2022-11-01,14.43,14.62,13.9,14.1,5396006.0
2022-10-31,13.56,14.085,13.39,13.98,5470564.0
2022-10-28,13.61,13.82,13.061,13.52,4855415.0
2022-10-27,13.86,13.99,13.4227,13.66,5658786.0
2022-10-26,13.35,14.23,13.225,13.71,8178103.0
2022-10-25,12.5,13.54,12.46,13.34,8307225.0
2022-10-24,12.68,12.72,11.78,12.42,7451170.0
2022-10-21,12.3,12.7,11.96,12.65,7209293.0
2022-10-20,12.85,13.245,12.265,12.36,8317822.0
2022-10-19,13.38,13.4005,12.75,12.99,7928482.0
2022-10-18,13.53,13.795,13.31,13.68,7312309.0
2022-10-17,13.13,13.4377,12.92,13.07,6754921.0
2022-10-14,13.61,13.95,12.545,12.59,8306044.0
2022-10-13,12.86,13.655,12.45,13.5,7989940.0
2022-10-12,13.79,13.87,13.08,13.39,6036596.0
2022-10-11,13.54,13.9185,12.95,13.71,7567046.0
2022-10-10,14.44,14.45,13.5,13.76,8701613.0
2022-10-07,15.16,15.24,14.13,14.43,8941062.0
2022-10-06,15.57,16.31,15.3359,15.61,7074695.0
2022-10-05,15.91,16.12,15.07,15.64,7777870.0
2022-10-04,15.75,16.6,15.6305,16.31,9529770.0
2022-10-03,14.96,15.27,14.37,15.05,7126117.0
2022-09-30,14.79,15.4595,14.5445,14.76,6522362.0
2022-09-29,15.51,15.86,14.38,14.93,8266619.0
2022-09-28,15.16,15.93,15.02,15.83,8567199.0
2022-09-27,14.87,15.7361,14.87,15.22,10120456.0
2022-09-26,14.69,15.34,14.44,14.51,6564666.0
2022-09-23,14.97,15.25,14.35,14.75,9342301.0
2022-09-22,16.13,16.3,15.02,15.34,9647368.0
2022-09-21,16.07,17.09,15.7,16.21,9359498.0
2022-09-20,17.56,17.67,16.39,16.44,8800607.0
2022-09-19,17.59,18.25,17.47,17.75,7786889.0
2022-09-16,18.48,18.8179,17.9509,17.97,19202511.0
2022-09-15,18.34,19.92,18.02,19.25,25022016.0
2022-09-14,17.71,18.19,17.15,18.18,10303433.0
2022-09-13,16.88,18.11,16.63,17.54,10091540.0
2022-09-12,17.82,18.3,17.31,18.28,8842024.0
2022-09-09,17.37,17.78,17.165,17.68,10516387.0
2022-09-08,15.73,17.26,15.67,17.25,12599668.0
2022-09-07,14.91,16.29,14.76,16.08,14298059.0
2022-09-06,14.55,15.25,14.22,14.75,11966859.0
2022-09-02,15.61,15.655,14.325,14.5,12540765.0
2022-09-01,15.95,16.5,14.5201,15.31,16446578.0
2022-08-31,15.02,16.94,15.02,16.27,28151218.0
2022-08-30,15.39,15.68,14.31,14.49,13051951.0
2022-08-29,14.93,15.52,14.839,15.04,5194498.0
2022-08-26,15.84,16.018,14.97,15.28,7045058.0
2022-08-25,15.59,15.74,15.01,15.69,7040986.0
2022-08-24,14.37,15.765,14.3,15.19,10943558.0
2022-08-23,14.31,14.635,14.04,14.2,6933537.0
2022-08-22,14.54,14.65,14.055,14.12,6321573.0
2022-08-19,16.05,16.0672,14.87,15.03,9605224.0
2022-08-18,17.03,17.21,16.48,16.54,6206726.0
2022-08-17,17.69,17.94,16.86,16.88,7834916.0
2022-08-16,18.56,18.79,17.8307,18.1,8143724.0
2022-08-15,18.71,19.2677,18.02,18.63,9718951.0
2022-08-12,16.97,19.11,16.63,18.87,21314691.0
2022-08-11,16.67,17.12,16.02,16.69,14909033.0
2022-08-10,16.47,16.64,15.87,16.44,7543864.0
2022-08-09,15.65,15.925,15.32,15.73,5890360.0
2022-08-08,16.85,17.2592,15.97,16.0,12495122.0
2022-08-05,15.7,16.19,15.42,16.06,6885509.0
2022-08-04,16.0,16.1879,15.555,15.88,5662497.0
2022-08-03,15.56,15.99,15.26,15.96,6944136.0
2022-08-02,14.28,15.44,14.16,15.41,7547887.0
2022-08-01,15.1,15.1,14.4715,14.74,7011933.0
2022-07-29,14.98,15.5383,14.81,15.11,11657168.0
2022-07-28,14.53,15.74,14.39,15.3,19060662.0
2022-07-27,13.2,13.25,12.69,13.14,5693193.0
2022-07-26,13.17,13.2,12.66,12.75,4588724.0
2022-07-25,13.82,13.82,13.2205,13.32,4376655.0
2022-07-22,14.7,14.84,13.74,13.85,7587017.0
2022-07-21,14.2,14.945,14.13,14.74,9469581.0
2022-07-20,12.74,14.35,12.66,14.33,13347843.0
2022-07-19,12.51,12.84,12.33,12.64,5912563.0
2022-07-18,12.0,12.875,11.89,12.43,10581123.0
2022-07-15,11.5,11.59,10.9704,11.57,8427910.0
2022-07-14,11.52,11.69,11.12,11.34,8838354.0
2022-07-13,11.53,12.0899,11.29,11.93,9897262.0
2022-07-12,12.09,12.2,11.63,11.97,7584969.0
2022-07-11,13.25,13.275,11.93,11.94,11552742.0
2022-07-08,13.38,14.21,13.26,13.38,13049796.0
2022-07-07,12.54,14.085,12.51,13.75,11617200.0
2022-07-06,12.74,13.23,12.2701,12.45,8406759.0
2022-07-05,12.44,12.76,11.68,12.7,10575450.0
2022-07-01,13.8,14.02,12.69,12.69,11446486.0
2022-06-30,13.72,14.14,13.26,13.69,6548600.0
2022-06-29,14.2,14.23,13.52,13.86,7142473.0
2022-06-28,15.35,15.97,14.36,14.4,8078833.0
2022-06-27,15.74,15.895,15.15,15.39,8273598.0
2022-06-24,15.75,15.83,15.025,15.46,13597427.0
2022-06-23,14.4,15.56,14.08,15.55,11665974.0
2022-06-22,13.615,14.778,13.27,14.25,7661132.0
2022-06-21,14.32,15.07,14.235,14.43,8910162.0
2022-06-17,12.92,14.25,12.83,14.03,13392279.0
2022-06-16,12.73,13.18,12.32,12.55,9432654.0
2022-06-15,12.43,13.605,12.1999,13.36,11169625.0
2022-06-14,12.3,12.78,11.85,12.51,8150493.0
2022-06-13,13.62,13.85,12.02,12.08,16375878.0
2022-06-10,14.98,15.41,14.31,14.39,10480141.0
2022-06-09,15.41,16.15,15.04,15.41,11424424.0
2022-06-08,15.5,16.16,15.31,15.49,11540240.0
2022-06-07,14.69,15.73,14.53,15.55,9144798.0
2022-06-06,14.92,15.37,14.56,14.97,12838288.0
2022-06-03,13.45,14.965,13.3401,14.57,19494279.0
2022-06-02,12.4,14.14,12.3107,13.9,19556420.0
2022-06-01,12.66,13.06,12.16,12.45,11754365.0
2022-05-31,13.74,13.87,12.75,12.79,16859526.0
2022-05-27,11.86,13.49,11.85,13.45,16455197.0
2022-05-26,10.65,11.9,10.58,11.81,7700402.0
2022-05-25,10.33,10.83,10.21,10.79,7222059.0
2022-05-24,11.01,11.18,10.29,10.41,7882920.0
2022-05-23,10.92,11.31,10.54,11.3,8047438.0
2022-05-20,11.15,11.29,10.3,11.02,10775922.0
2022-05-19,10.22,11.28,10.14,10.99,7806007.0
2022-05-18,10.68,11.08,10.22,10.38,7970106.0
2022-05-17,10.24,10.75,9.95,10.73,9583587.0
2022-05-16,10.32,10.64,9.875,9.94,9716735.0
2022-05-13,10.0,10.65,9.88,10.39,11586857.0
2022-05-12,8.77,10.199,8.5,9.62,15698508.0
2022-05-11,10.08,10.2499,8.8,8.95,18476335.0
2022-05-10,11.04,11.37,9.75,10.27,15789626.0
2022-05-09,11.76,11.775,10.35,10.65,13143677.0
2022-05-06,13.08,13.11,11.86,12.02,9197507.0
2022-05-05,14.07,14.12,12.935,13.18,7892667.0
2022-05-04,13.49,14.32,12.96,14.22,7073178.0
2022-05-03,13.05,13.569,12.83,13.48,6902091.0
2022-05-02,12.76,13.26,12.54,13.23,9908659.0
2022-04-29,13.55,13.9944,12.93,12.94,7691996.0
2022-04-28,13.37,13.64,12.58,13.48,8212585.0
2022-04-27,13.79,14.24,13.24,13.27,7934777.0
2022-04-26,14.84,14.97,13.81,13.87,8735572.0
2022-04-25,14.15,14.96,14.1,14.94,6322996.0
2022-04-22,14.62,15.16,14.32,14.43,8611254.0
2022-04-21,15.86,16.24,14.5,14.62,9147171.0
2022-04-20,16.3,16.595,15.42,15.43,5939004.0
2022-04-19,15.25,16.38,14.995,16.37,9524217.0
2022-04-18,15.25,15.6,14.9,15.26,10767531.0
2022-04-14,16.69,16.7622,15.19,15.25,9594108.0
2022-04-13,16.05,16.68,15.89,16.66,4561796.0
2022-04-12,16.85,17.21,15.97,16.09,8559676.0
2022-04-11,16.38,16.8499,15.9243,16.51,6673168.0
2022-04-08,17.69,17.69,16.745,16.76,7327696.0
2022-04-07,17.88,18.24,17.14,17.8,7292961.0
2022-04-06,18.96,19.0999,17.135,17.74,13119051.0
2022-04-05,20.36,20.94,19.45,19.49,9211462.0
2022-04-04,20.23,20.99,19.9678,20.54,6950476.0
2022-04-01,19.88,20.13,19.361,19.7,4853806.0
2022-03-31,19.5,20.11,19.04,19.88,9921753.0
2022-03-30,19.52,20.02,19.08,19.37,6264106.0
2022-03-29,18.91,19.81,18.68,19.66,7320005.0
2022-03-28,19.12,19.13,18.2,18.67,5001705.0
2022-03-25,18.59,19.141,18.14,18.47,5934722.0
2022-03-24,18.4,18.946,18.2,18.75,4789758.0
2022-03-23,18.3,18.99,18.045,18.48,6742015.0
2022-03-22,17.92,18.5903,17.7,18.44,6317764.0
2022-03-21,18.26,18.96,17.92,18.13,7382311.0
2022-03-18,17.9,18.52,17.72,18.44,9729824.0
2022-03-17,16.97,18.04,16.52,18.01,9517538.0
2022-03-16,15.69,17.13,15.5,17.11,11453142.0
2022-03-15,14.77,15.525,14.33,15.5,8514298.0
2022-03-14,16.44,16.44,14.94,14.95,8013146.0
2022-03-11,17.25,17.38,16.25,16.56,7507018.0
2022-03-10,17.37,17.48,16.61,17.22,7083530.0
2022-03-09,16.78,17.57,16.62,17.47,13751864.0
2022-03-08,15.53,17.13,15.271,16.57,15022294.0
2022-03-07,14.76,16.3986,14.63,15.73,16864163.0
2022-03-04,15.31,15.31,14.1108,14.4,11623351.0
2022-03-03,15.23,15.44,14.3,15.01,21017643.0
2022-03-02,14.36,14.43,13.74,14.07,10042272.0
2022-03-01,14.55,14.66,13.99,14.29,7023539.0
2022-02-28,14.01,14.675,13.57,14.52,9156080.0
2022-02-25,13.32,13.7499,13.04,13.71,6511249.0
2022-02-24,11.57,13.69,11.5,13.64,11686343.0
2022-02-23,13.18,13.4505,12.34,12.38,7617352.0
2022-02-22,13.29,13.87,12.81,12.97,8445851.0
2022-02-18,14.53,14.56,13.61,13.81,7063213.0
2022-02-17,15.1,15.33,14.39,14.45,9043378.0
2022-02-16,14.98,15.52,14.7099,15.32,8002405.0
2022-02-15,13.83,15.345,13.79,15.26,11618675.0
2022-02-14,13.16,14.0999,13.06,13.38,7024365.0
2022-02-11,14.03,14.57,13.39,13.5,12459980.0
2022-02-10,13.55,14.88,13.4115,13.92,14366262.0
2022-02-09,13.17,13.855,13.13,13.82,7746992.0
2022-02-08,12.57,13.15,12.4,13.0,12282491.0
2022-02-07,13.27,13.64,12.62,12.7,8970175.0
2022-02-04,12.725,13.355,12.47,13.26,7502896.0
2022-02-03,13.0,13.32,12.56,12.59,10569993.0
2022-02-02,14.34,14.5,13.26,13.46,7878751.0
2022-02-01,14.0,14.35,13.49,14.24,8628293.0
2022-01-31,12.82,14.0,12.72,13.85,12068862.0
2022-01-28,11.88,12.66,11.49,12.65,11765398.0
2022-01-27,12.93,12.98,11.37,11.45,13925484.0
2022-01-26,12.851,13.54,12.45,12.59,9456927.0
2022-01-25,12.79,13.14,12.25,12.5,8513796.0
2022-01-24,12.17,12.95,11.2111,12.94,17236533.0
2022-01-21,14.0,14.239,13.118,13.22,10409361.0
2022-01-20,14.39,15.23,14.1,14.13,8485931.0
2022-01-19,14.21,14.68,13.92,14.24,9249866.0
2022-01-18,14.32,14.96,14.0907,14.3,9321887.0
2022-01-14,14.65,15.06,14.155,14.69,10862955.0
2022-01-13,16.1,16.139,14.79,14.79,13741804.0
2022-01-12,16.3,16.69,15.91,15.99,7247156.0
2022-01-11,15.73,16.42,15.66,16.21,8221266.0
2022-01-10,16.72,16.77,15.52,15.78,15195210.0
2022-01-07,17.37,17.8,16.86,16.89,8711861.0
2022-01-06,18.01,18.2752,16.89,17.35,10271435.0
2022-01-05,19.27,19.4801,18.07,18.16,7695970.0
2022-01-04,19.7,19.99,18.83,19.52,7808051.0
2022-01-03,19.42,19.9784,18.94,19.87,7950746.0
2021-12-31,19.02,19.71,18.91,19.05,9267176.0
2021-12-30,17.76,19.73,17.71,19.33,13773532.0
2021-12-29,18.535,18.62,17.52,17.76,12077178.0
2021-12-28,19.22,19.2699,18.56,18.68,5716969.0
2021-12-27,18.86,19.3,18.69,19.2,6951787.0
2021-12-23,18.62,19.2,18.16,19.05,7634811.0
2021-12-22,18.7,18.8899,18.3182,18.62,6052988.0
